Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE52843	"Molecular pathways reflecting poor intrauterine growth are imprinted in Wharton’s jelly derived Mesenchymal Stem Cells [set3]"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52843/suppl"	25129543		"Joanna Holbrook"	"Mar 31, 2014"
GSE52844	"Molecular pathways reflecting poor intrauterine growth are imprinted in Wharton’s jelly derived Mesenchymal Stem Cells [set4]"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52844/suppl"	25129543		"Joanna Holbrook"	"Mar 31, 2014"
GSE52845	"Molecular pathways reflecting poor intrauterine growth are imprinted in Wharton's jelly derived Mesenchymal Stem Cells"	"Expression profiling by array"	"Homo sapiens"	68				25129543		"Joanna Holbrook"	"Mar 31, 2014"
GSE42430	"Determination of genes affected by HERVH depletion"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42430/suppl"	24681886		"Xinyi Lu"	"Mar 30, 2014"
GSE53485	"Finger-prick iPSCs Facilitate the Development of Stem cell banking"	"Expression profiling by array"	"Homo sapiens"	11		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53485/suppl"	24646489		"Hu Li"	"Mar 28, 2014"
GSE53822	"Genetic differences underlying chromatin discordance between monozygotic twins [expression profile]"	"Expression profiling by array"	"Homo sapiens"	72		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53822/suppl"	24887574		"Hyo-Jeong Ban"	"Mar 24, 2014"
GSE53823	"Genetic differences underlying chromatin discordance between monozygotic twins"	"Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	144		"BED"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53823/suppl"	24887574		"Hyo-Jeong Ban"	"Mar 24, 2014"
GSE56129	"Human mesenchymal cells treated with various supplements (dataset to support blima package for bead level Illumina microarray analysis)"	"Expression profiling by array"	"Homo sapiens"	9		"CSV;LOCS;SDF;TIFF;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE56nnn/GSE56129/suppl"			"Vojtěch Kulvait"	"Mar 24, 2014"
GSE46448	"Selective enhancement and repression of glucocorticoid receptor signaling by coregulator Hic-5"	"Expression profiling by array"	"Homo sapiens"	48	GDS5269	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46448/suppl"	24591583		"Dai-Ying Wu"	"Mar 21, 2014"
GSE52627	"RUNX2 selectively attenuates or augments androgen-driven transcription in prostate cancer"	"Expression profiling by array"	"Homo sapiens"	12		"IDAT;JPG;XML"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE52nnn/GSE52627/suppl"	24648349		"Gillian Little"	"Mar 20, 2014"
GSE49753	"A Transcriptomic Reporter Assay Employing Neutrophils to Measure Immunogenic Activity of Septic Patients' Plasma (DC)"	"Expression profiling by array"	"Homo sapiens"	40		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49753/suppl"	24612859		"Damien Chaussabel"	"Mar 17, 2014"
GSE49754	"A Transcriptomic Reporter Assay Employing Neutrophils to Measure Immunogenic Activity of Septic Patients' Plasma (PBMC)"	"Expression profiling by array"	"Homo sapiens"	40		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49754/suppl"	24612859		"Damien Chaussabel"	"Mar 17, 2014"
GSE49755	"A Transcriptomic Reporter Assay Employing Neutrophils to Measure Immunogenic Activity of Septic Patients' Plasma (Neutrophil)"	"Expression profiling by array"	"Homo sapiens"	40		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49755/suppl"	24612859		"Damien Chaussabel"	"Mar 17, 2014"
GSE49756	"A Transcriptomic Reporter Assay Employing Neutrophils to Measure Immunogenic Activity of Septic Patients' Plasma (Expt. 2)"	"Expression profiling by array"	"Homo sapiens"	49		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49756/suppl"	24612859		"Damien Chaussabel"	"Mar 17, 2014"
GSE49758	"A Transcriptomic Reporter Assay Employing Neutrophils to Measure Immunogenic Activity of Septic Patients' Plasma"	"Expression profiling by array"	"Homo sapiens"	225				24612859		"Damien Chaussabel"	"Mar 17, 2014"
GSE55805	"A Human Pluripotent Stem Cell Surface N-Glycoprotein resource including New Markers, Extracellular Epitopes, and Drug Targets"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55805/suppl"	25068131		"Kenneth R Boheler"	"Mar 12, 2014"
GSE55725	"Excision of viral reprogramming cassettes by Cre protein transduction enables rapid, robust and efficient derivation of transgene-free human iPS cells"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55725/suppl"	24713299		"Asifiqbal M Kadari"	"Mar 11, 2014"
GSE55736	"Genome-wide analysis of vascular smooth muscle cells treated by etonogestrel (ETO), medroxyprogesterone acetate (M) or progesterone (P)"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55736/suppl"	25847994		"S. Joseph Huang"	"Mar 11, 2014"
GSE54459	"Evoking potent RNAi response in cancer using novel 2’-OMe-phosphorodithioated modified siRNAs"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54459/suppl"			"Sangbae Kim"	"Mar 10, 2014"
GSE55691	"Genome-wide effect of conditioned media supernatant (CMS) derived from human endometrial stromal cells treated by long-acting progestin-only contraceptives (LAPCs) on Human endometrial endothelial cells"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55691/suppl"			"S. Joseph Huang"	"Mar 08, 2014"
GSE55664	"Genomic profiling of human Leishmania braziliensis lesions identifies transcriptional modules associated with cutaneous immunopathology"	"Expression profiling by array"	"Homo sapiens"	35		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55664/suppl"	25036052;28192528		"daniel beiting"	"Mar 07, 2014"
GSE55603	"Papillary thyroid cancer cell lines treated with Y15"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55603/suppl"			"Biao Liu"	"Mar 06, 2014"
GSE50834	"Gene expression analysis of PBMC from HIV and HIV/TB co-infected patients"	"Expression profiling by array"	"Homo sapiens"	44	GDS4786	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50834/suppl"	24587128		"Louise C Showe"	"Mar 05, 2014"
GSE45686	"An extracellular matrix-driven positive feedback loop regulates translation in Idiopathic Pulmonary Fibrosis"	"Expression profiling by array"	"Homo sapiens"	40		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45686/suppl"	24590289		"Matthew Parker"	"Mar 04, 2014"
GSE53203	"Notch signaling regulates neural crest differentiation from human pluripotent stem cells"	"Expression profiling by array"	"Homo sapiens"	12				24569875		"Kartiek Kanduri"	"Mar 03, 2014"
GSE53994	"Expression profiling of VCaP prostate cancer cells with ERG knockdown or WP1130 treatment"	"Expression profiling by array"	"Homo sapiens"	15		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53994/suppl"	24591637		"Ralf Kittler"	"Mar 03, 2014"
GSE51253	"Discovery of PDE7B as a novel effector of GBM growth by computational deconvolution of an in vitro physical coculture system"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51253/suppl"			"Michael Dale Brooks"	"Mar 01, 2014"
GSE54661	"Identification of hypoxia target genes in human CB CD34+ cells"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54661/suppl"			"JJ Schuringa"	"Mar 01, 2014"
GSE54662	"Identification of HIF1 and HIF2 target genes in human CB CD34+ cells"	"Expression profiling by array"	"Homo sapiens"	3		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54662/suppl"			"JJ Schuringa"	"Mar 01, 2014"
GSE54663	"Identification of hypoxia, HIF1 and HIF2 target genes in human CB CD34+ cells"	"Expression profiling by array"	"Homo sapiens"	5						"JJ Schuringa"	"Mar 01, 2014"
GSE50249	"Systematic design and functional analysis of artificial microRNAs as an approach for multi-gene targeting"	"Expression profiling by array"	"Homo sapiens"	15		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50249/suppl"	24598260		"Jason Arroyo"	"Feb 28, 2014"
GSE55432	"Genome-wide analysis of gene expression in MDA-MB-231 breast cancer cells in response to conditional miRNA mediated BSP knockdown."	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55432/suppl"			"Martin R Berger"	"Feb 28, 2014"
GSE54891	"LRH-1 governs vital transcriptional programs in endocrine sensitive and resistant breast cancer cells: Expression profiling"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54891/suppl"	24520076		"Nicolas Gévry"	"Feb 27, 2014"
GSE54892	"LRH-1 governs vital transcriptional programs in endocrine sensitive and resistant breast cancer cells"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	16		"WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54892/suppl"	24520076		"Nicolas Gévry"	"Feb 27, 2014"
GSE55379	"Analysis of global gene expression in pluripotent stem cell (PSC) derived neural stem cells (NSCs) and neurons and astrocytes differentiated from these NSCs"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55379/suppl"	25637190		"Nasir Malik"	"Feb 27, 2014"
GSE55319	"Whole Blood Gene Expression Profiling Predicts Therapeutic Response in Polyarticular Juvenile Idiopathic Arthritis at 4 Months"	"Expression profiling by array"	"Homo sapiens"	112		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55319/suppl"	24782192		"Bart Frank"	"Feb 26, 2014"
GSE55294	"The differences between CD166+ pancreatic cancer cells and CD166- cells"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55294/suppl"			"Kenji Fujiwara"	"Feb 25, 2014"
GSE55300	"Separated Pancreatic stellate cells (PSCs) by functional separation using modified Matrigel invasion assay"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55300/suppl"			"Kenji Fujiwara"	"Feb 25, 2014"
GSE50509	"Spectrum, clinical correlates and clinical implications of BRAF-inhibitor resistance mechanisms in melanoma"	"Expression profiling by array"	"Homo sapiens"	61		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50509/suppl"	24463458		"Gulietta Pupo"	"Feb 19, 2014"
GSE39294	"miR-146a promotes the initiation and progression of melanoma  by activating Notch signaling"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39294/suppl"	24550252		"narendra wajapeyee"	"Feb 18, 2014"
GSE47993	"Genome wide expression analysis of FABP4 modulation in urothelial cancer cell UM-UC14 and UM-UC9"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47993/suppl"			"Tiewei Cheng"	"Feb 17, 2014"
GSE55059	"Imperfect centered miRNA binding sites are common and can mediate functional repression of target mRNAs"	"Expression profiling by array;Expression profiling by high throughput sequencing"	"Homo sapiens"	14		"BEDGRAPH"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE55nnn/GSE55059/suppl"	24629056		"Nicole Cloonan"	"Feb 14, 2014"
GSE54648	"Interferon Lambda Alleles Predict Innate Antiviral Immune Responses and Hepatitis C Virus Permissiveness."	"Expression profiling by array"	"Homo sapiens"	186		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54648/suppl"			"Charles M Rice"	"Feb 12, 2014"
GSE51028	"Gene expression profiles among hiPSCs, hiPSC-EpSCs and hEpSCs"	"Expression profiling by array"	"Homo sapiens"	7	GDS5638	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51028/suppl"	24468981;25510211		"Xiaowei Xu"	"Feb 11, 2014"
GSE48124	"The identification of downstream gene of p63, STAT3 and PPAR gamma"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48124/suppl"	24525232		"Woonyoung Choi"	"Feb 10, 2014"
GSE48277	"Identification of distinct basal and luminal subsets of human bladder cancers with different sensitivities to frontline chemotherapy"	"Expression profiling by array"	"Homo sapiens"	349				24525232		"Woonyoung Choi"	"Feb 10, 2014"
GSE49706	"Chronic exposure to fluticasone propionate shapes gene expression and modulates innate and adaptive activation pathways in human macrophages (INF)"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49706/suppl"	24395918		"Fernando O Martinez Estrada"	"Feb 10, 2014"
GSE49709	"Chronic exposure to fluticasone propionate shapes gene expression and modulates innate and adaptive activation pathways in human macrophages (LPS)"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49709/suppl"	24395918		"Fernando O Martinez Estrada"	"Feb 10, 2014"
GSE49793	"Transcriptional consequences of manipulating the candidate schizophrenia susceptibility gene miR-137 in human neural progenitor cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49793/suppl"			"Matthew James Hill"	"Feb 10, 2014"
GSE49852	"Chronic exposure to fluticasone propionate shapes gene expression and modulates innate and adaptive activation pathways in human macrophages"	"Expression profiling by array"	"Homo sapiens"	24				24395918		"Fernando O Martinez Estrada"	"Feb 10, 2014"
GSE51221	"Transcriptional response to TNF-alpha in a panel of 17 human melanoma cell lines"	"Expression profiling by array"	"Homo sapiens"	34		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51221/suppl"	24572365		"Michael Holzel"	"Feb 10, 2014"
GSE54820	"Strigolactone analogs induce apoptosis through activation of p38 and the stress response pathway in cancer cell lines and in conditionally reprogrammed primary prostate cancer cells"	"Expression profiling by array"	"Homo sapiens"	12	GDS5221;GDS5222	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54820/suppl"	24742967		"Ronit Iris Yarden"	"Feb 10, 2014"
GSE54740	"Effect on peripheral blood gene expression profile of lenalidomide plus rituximab in patients with follicular lymphoma"	"Expression profiling by array"	"Homo sapiens"	14		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54740/suppl"			"Min Zhang"	"Feb 06, 2014"
GSE50588	"The Functional Consequences of Variation in Transcription Factor Binding"	"Expression profiling by array"	"Homo sapiens"	201		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE50nnn/GSE50588/suppl"	24603674		"Darren A. Cusanovich"	"Feb 05, 2014"
GSE53404	"Analysis of global gene expression in fetal astrocytes and pluripotent stem cell derived neural stem cells"	"Expression profiling by array"	"Homo sapiens"	7		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53404/suppl"			"Nasir Malik"	"Feb 02, 2014"
GSE40516	"Genome-wide analysis of gene expression changes in human alveolar epithelial cells grown on collagen- or matrigel-coated dishes"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40516/suppl"	24690998		"Helena Morales Johansson"	"Feb 01, 2014"
GSE54536	"Involvement of endocytosis and alternative splicing in the formation of the pathological process in Parkinson's Disease"	"Expression profiling by array"	"Homo sapiens"	10	GDS5646	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54536/suppl"	24804238		"Anelya Alieva"	"Jan 31, 2014"
GSE54538	"Genome-wide expression profile on hiPSCs and hiPSC-derived CD33+ myeloid cells"	"Expression profiling by array"	"Homo sapiens"	21		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54538/suppl"			"Angel Carlos Roman"	"Jan 31, 2014"
GSE54493	"miR-638 promotes melanoma metastasis and protects melanoma cells from apoptosis and autophagy (mRNA)"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54493/suppl"	25650662		"Animesh Bhattacharya"	"Jan 30, 2014"
GSE54494	"miR-638 promotes melanoma metastasis and protects melanoma cells from apoptosis and autophagy"	"Expression profiling by array;Other"	"Homo sapiens"	31				25650662		"Animesh Bhattacharya"	"Jan 30, 2014"
GSE54507	"Lambda light chain knockdown in ALMC1 human myeloma cells"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54507/suppl"	24723680		"Lakshmanan K Iyer"	"Jan 30, 2014"
GSE51843	"A Pilot Study on the Potential of RNA-Associated to Urinary Vesicles as a Suitable Non-Invasive Source for Diagnostic Purposes in Bladder Cancer"	"Expression profiling by array"	"Homo sapiens"	11	GDS5649	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51843/suppl"	24458310		"Ana Maria Aransay"	"Jan 29, 2014"
GSE54465	"Expression profiling of migrated and invaded breast cancer cells predicts early metastatic relapse and reveals Krüppel-like factor 9 as a potential suppressor of invasive growth in breast cancer"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54465/suppl"	25593984		"Ken Op de Beeck"	"Jan 29, 2014"
GSE54267	"Expression data of CHK1 shRNA knockdown and control shRNA in U2OS cells"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54267/suppl"	24553445		"Chun-Jen Curtis Lin"	"Jan 24, 2014"
GSE54268	"Expression data of ATM, ATR, CHK1, CHK2, and 53BP1 shRNA knockdown and control shRNA in MCF-10A cells"	"Expression profiling by array"	"Homo sapiens"	36		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54268/suppl"	24553445		"Chun-Jen Curtis Lin"	"Jan 24, 2014"
GSE54269	"A Molecular Portrait of the Homologous Recombination DNA Repair via Genome-wide Transcriptome Profiling"	"Expression profiling by array"	"Homo sapiens"	80				24553445		"Chun-Jen Curtis Lin"	"Jan 24, 2014"
GSE54326	"Global gene expression analysis of anthracycline-resistant breast cancer cell lines"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54326/suppl"			"Marsela Braunstein"	"Jan 24, 2014"
GSE54350	"Genome wide analysis of Visceral adipose tissue CD14+ cells from Obese and obese diabetic subjects"	"Expression profiling by array"	"Homo sapiens"	12	GDS5167	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54350/suppl"	24520123		"Michele Guerre-Millo"	"Jan 24, 2014"
GSE54293	"Akt inhibitor MK2206 prevents influenza A(H1N1)pdm09 virus infection in vitro"	"Expression profiling by array"	"Homo sapiens"	8	GDS5409	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE54nnn/GSE54293/suppl"	24752266		"Denis Kainov"	"Jan 23, 2014"
GSE53143	"A Genomic Portrait of the Genetic Architecture and Regulatory Impact of microRNA Expression in Response to Infection (functional investigation of the role of miR-29)"	"Expression profiling by array"	"Homo sapiens"	36				24482540		"Katherine Siddle"	"Jan 17, 2014"
GSE45954	"Genome-wide expression analysis of human fibroblasts and converted neurons"	"Expression profiling by array"	"Homo sapiens"	11		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45954/suppl"	23873306		"Chun-Li Zhang"	"Jan 16, 2014"
GSE53464	"Gene expression profiles of ovarian cancer cells by inhibiting Hh signaling"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE53nnn/GSE53464/suppl"			"Shiwen Luo"	"Jan 15, 2014"
GSE49604	"Global gene expression profiles of synoviocytes and macrophages in patients with rheumatoid arthritis and osteoarthritis"	"Expression profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49604/suppl"	24374632		"Sungyong You"	"Jan 09, 2014"
GSE51404	"Interferon Signature in the Blood in Inflammatory Common Variable Immune Deficiency [Test Set]"	"Expression profiling by array"	"Homo sapiens"	53		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51404/suppl"	24069364		"Indira Munagala"	"Jan 09, 2014"
GSE51406	"Interferon Signature in the Blood in Inflammatory Common Variable Immune Deficiency"	"Expression profiling by array"	"Homo sapiens"	136				24069364		"Indira Munagala"	"Jan 09, 2014"
GSE48118	"Gene expression analysis upon UGT1A_i2 knockdown"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48118/suppl"	24141015		"Chantal Guillemette"	"Jan 08, 2014"
GSE49153	"Effect of FOXA1 overexpression in prostate cancer"	"Expression profiling by array"	"Homo sapiens"	12	GDS4957	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE49nnn/GSE49153/suppl"	24292680		"Chandra Chilamakuri"	"Jan 03, 2014"
GSE51446	"Similarities and differences between human activated macrophages II"	"Expression profiling by array"	"Homo sapiens"	7		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51446/suppl"	23293084		"Fernando O Martinez Estrada"	"Jan 03, 2014"
GSE44383	"Genome-wide gene expression analysis by TEAD4 knockdown in a gastric cancer cell line SNU216"	"Expression profiling by array"	"Homo sapiens"	2		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE44nnn/GSE44383/suppl"	24325916		"Byungho Lim"	"Jan 02, 2014"
GSE36791	"Gene expression profiling of blood in ruptured intracranial aneurysms"	"Expression profiling by array"	"Homo sapiens"	61		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36791/suppl"			"Marcin Piechota"	"Jan 01, 2014"
GSE42289	"Gene Expression analysis of hESC B2M knock-out"	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE42nnn/GSE42289/suppl"			"Laura Riolobos"	"Jan 01, 2014"
GSE47750	"Gene expression profiling of prostate cancer cells upon JMJD2A or ETV1 knockdown"	"Expression profiling by array"	"Homo sapiens"	5		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE47nnn/GSE47750/suppl"	26731476		"Bart Frank"	"Jan 01, 2014"
GSE32597	"Gene expression profile of YAP1, TEAD1 and KLF5 in hepatocellular carcinoma cell line (SK-Hep1)"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32597/suppl"			"Yun-Yong Park"	"Dec 31, 2013"
GSE38551	"Expression profiles of IRF-1 silenced ovarian cancer cell lines"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38551/suppl"			"Raffaele A Calogero"	"Dec 31, 2013"
GSE43795	"Gene expression of pancreatic tumors"	"Expression profiling by array"	"Homo sapiens"	31		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43795/suppl"	24072181		"minhee park"	"Dec 31, 2013"
GSE43797	"Characterization of mRNA and microRNA expression profiles in solid-pseudopapillary neoplasm of pancreas, ductal adenocarcinoma and pancreatic neuroendocrine tumors"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens"	62		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE43nnn/GSE43797/suppl"	24072181		"minhee park"	"Dec 31, 2013"
GSE45919	"Peripheral blood gene expression in human experiencing primary EBV infection (HT12)"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE45nnn/GSE45919/suppl"	24465555		"Samantha Dunmire"	"Dec 31, 2013"
GSE45924	"Peripheral blood gene expression in human experiencing primary EBV infection"	"Expression profiling by array"	"Homo sapiens"	40				24465555		"Samantha Dunmire"	"Dec 31, 2013"
GSE46098	"Directed differentiation of human pluripotent stem cells into cortical interneurons"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE46nnn/GSE46098/suppl"	23642365		"Jeffrey Zhao"	"Dec 31, 2013"
GSE48665	"Genome wide analysis of human iPS cell lines generated with non-integrative plasmids and knock-down of P53 gene"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE48nnn/GSE48665/suppl"			"Christian Clausen"	"Dec 31, 2013"
GSE51871	"Androgen and Glucocorticoid stimulation of LREX' cells in vitro"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51871/suppl"	24315100		"Vivek Kumar Arora"	"Dec 27, 2013"
GSE51872	"Dexamethasone treatment of VCaP prostate cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51872/suppl"	24315100		"Vivek Kumar Arora"	"Dec 27, 2013"
GSE51873	"LNCAP/AR and a LnCAP/AR subline (LREX') with acquired resistance to 2nd generation antiandrogens"	"Expression profiling by array"	"Homo sapiens"	50		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE51nnn/GSE51873/suppl"	24315100		"Vivek Kumar Arora"	"Dec 27, 2013"
GSE52169	"Glucocorticoid Receptor Confers Resistance to Anti-Androgens by Bypassing Androgen Receptor Blockade."	"Expression profiling by array"	"Homo sapiens"	86				24315100		"Vivek Kumar Arora"	"Dec 27, 2013"
