Accession	Title	Series Type	Taxonomy	Sample Count	Datasets	Supplementary Types	Supplementary Links	PubMed ID	SRA Accession	Contact	Release Date
GSE34458	"Molecular Signatures of cardiac defects in Down syndrome lymphoblastoid cell lines (trisomy 21)"	"Expression profiling by array"	"Homo sapiens"	23		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34458/suppl"	22912673		"Luce Dauphinot"	"Aug 15, 2012"
GSE34459	"Molecular Signatures of cardiac defects in Down syndrome lymphoblastoid cell lines"	"Expression profiling by array"	"Homo sapiens"	66				22912673		"Luce Dauphinot"	"Aug 15, 2012"
GSE40012	"Blood transcriptome of human bacterial and influenza A pneumonia"	"Expression profiling by array"	"Homo sapiens"	190		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE40nnn/GSE40012/suppl"	22898401		"Grant Parnell"	"Aug 15, 2012"
GSE35029	"Growth factor-activated stem cell circuits and stromal signals cooperatively accelerate iPSC reprogramming of lineage-committed myeloid progenitors "	"Expression profiling by array"	"Homo sapiens"	47				22905176		"Elias Thomas Zambidis"	"Aug 09, 2012"
GSE39896	"Transient transfection of C28/I2 chondrocytes; the human EST DA125942 (CISTR-ACT's lncRNA) was overexpressed and siRNA-depleted"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39896/suppl"	23093776		"Philipp G Maass"	"Aug 07, 2012"
GSE35022	"Identification of translationally deregulated proteins during inflammation"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35022/suppl"	22915601		"Tobias Schmid"	"Aug 01, 2012"
GSE18099	"Growth factor influence on the gene expression profile of human meibomian gland epithelial cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18099/suppl"	23493293		"David A Sullivan"	"Jul 31, 2012"
GSE39342	"Feed-forward Inhibition of Androgen Receptor Activity by Glucocorticoid Action in Human Adipocytes"	"Expression profiling by array"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39342/suppl"	22999881		"Scott Andrew Ochsner"	"Jul 13, 2012"
GSE38410	"Independence of Repressive Histone Marks and Chromatin Compaction during Senescent Heterochromatic Layer Formation (mRNA)"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38410/suppl"	22795131		"Rafik Salama"	"Jul 09, 2012"
GSE38448	"Independence of Repressive Histone Marks and Chromatin Compaction during Senescent Heterochromatic Layer Formation"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	62				22795131		"Rafik Salama"	"Jul 09, 2012"
GSE38484	"A gene co-expression network in whole blood of schizophrenia patients is independent of antipsychotic-use and enriched for brain-expressed genes [HumanHT-12 V3.0]"	"Expression profiling by array"	"Homo sapiens"	202		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38484/suppl"	22761806		"Simone de Jong"	"Jul 09, 2012"
GSE38485	"A gene co-expression network in whole blood of schizophrenia patients is independent of antipsychotic-use and enriched for brain-expressed genes"	"Expression profiling by array"	"Homo sapiens"	239				22761806		"Simone de Jong"	"Jul 09, 2012"
GSE30180	"Mechanisms of crystalline silica-induced pulmonary toxicity revealed by global gene expression profiling (A549 cells dataset 1)"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30180/suppl"			"Rajendran Sellamuthu"	"Jun 30, 2012"
GSE30200	"Mechanisms of crystalline silica-induced pulmonary toxicity revealed by global gene expression profiling (A549 cells dataset 2)"	"Expression profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30200/suppl"			"Rajendran Sellamuthu"	"Jun 30, 2012"
GSE30213	"Mechanisms of crystalline silica-induced pulmonary toxicity revealed by global gene expression profiling (A549 cells dataset 3)"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30213/suppl"			"Rajendran Sellamuthu"	"Jun 30, 2012"
GSE30214	"Mechanisms of crystalline silica-induced pulmonary toxicity revealed by global gene expression profiling (A549 cells dataset 4)"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30214/suppl"			"Rajendran Sellamuthu"	"Jun 30, 2012"
GSE30215	"Mechanisms of crystalline silica-induced pulmonary toxicity revealed by global gene expression profiling (A549 cells dataset 5)"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30215/suppl"			"Rajendran Sellamuthu"	"Jun 30, 2012"
GSE30216	"Mechanisms of crystalline silica-induced pulmonary toxicity revealed by global gene expression profiling"	"Expression profiling by array"	"Homo sapiens;Rattus norvegicus"	80						"Rajendran Sellamuthu"	"Jun 30, 2012"
GSE38376	"Acquired resistance to lapatinib"	"Expression profiling by array"	"Homo sapiens"	18	GDS4979	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38376/suppl"	22864381		"Prahlad Ram"	"Jun 30, 2012"
GSE39002	"A Daphnane Diterpenoid Isolated from Wikstroemia polyantha induces an inflammatory response and modulates miRNA activity"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE39nnn/GSE39002/suppl"			"Victoria Svinti"	"Jun 29, 2012"
GSE38798	"Gene expression analysis of molecules with known function in HLA class II antigen processing and presentation in hematopoietic and (cytokine pre-treated) non-hematopoietic cells."	"Expression profiling by array"	"Homo sapiens"	28		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38798/suppl"	22889757		"Marieke Griffioen"	"Jun 19, 2012"
GSE32548	"Integrated genomic and gene expression profiling identifies two major gene/genomic circuits operating in urothelial carcinoma (gene expression)"	"Expression profiling by array"	"Homo sapiens"	131		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32548/suppl"	22685613		"David Lindgren"	"Jun 18, 2012"
GSE32549	"Integrated genomic and gene expression profiling identifies two major gene/genomic circuits operating in urothelial carcinoma"	"Expression profiling by array;Genome variation profiling by genome tiling array"	"Homo sapiens"	277		"GPR"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32549/suppl"	22685613		"David Lindgren"	"Jun 18, 2012"
GSE38226	"MicroRNA profiling in TGFβ signaling and development of fibrosis."	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens"	44		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38226/suppl"			"Nobish Varghese"	"Jun 15, 2012"
GSE29782	"Study of the role of miR-205 in prostate epithelial cells"	"Expression profiling by array"	"Homo sapiens"	6	GDS5525	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29782/suppl"	22555458		"Paolo Gandellini"	"Jun 12, 2012"
GSE33078	"Comparison of intestinal surface CD3- refractory celiac disease type II (RCDII) cell lines with intestinal surface CD3+ cell lines of non-RCDII patients"	"Expression profiling by array"	"Homo sapiens"	22		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33078/suppl"	22760007		"Frederike Schmitz"	"Jun 12, 2012"
GSE28827	"Rapid identification of prognostic imaging biomarkers for non-small cell lung cancer by leveraging public gene expression microarray data"	"Expression profiling by array"	"Homo sapiens"	26		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28827/suppl"	22723499;22710433		"Olivier Gevaert"	"Jun 01, 2012"
GSE33337	"miRNA changes in mild and moderate emphysema correlate with target gene expression in vivo and in vitro [target gene expression data]"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33337/suppl"			"santiyagu mary savarimuthu francis"	"Jun 01, 2012"
GSE33338	"miRNA changes in mild and moderate emphysema correlate with target gene expression in vivo and in vitro"	"Non-coding RNA profiling by array;Expression profiling by array"	"Homo sapiens"	39		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33338/suppl"			"santiyagu mary savarimuthu francis"	"Jun 01, 2012"
GSE33440	"Peripheral Blood Monocyte Gene Expression in Recent-Onset Type 1 Diabetes"	"Expression profiling by array"	"Homo sapiens"	22		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33440/suppl"	22403299		"Katharine Irvine"	"Jun 01, 2012"
GSE38145	"Integrative Gene Expression Profiling Reveals G6PD-Mediated Resistance to RNA-Directed Nucleoside Analogues in B-Cell Neoplasms"	"Expression profiling by array"	"Homo sapiens"	45						"Samuel McBrayer"	"Jun 01, 2012"
GSE38310	"Microarray study to understand acquired resistance to EGFR-targeted therapy in lung cancer"	"Expression profiling by array"	"Homo sapiens"	18		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE38nnn/GSE38310/suppl"	22751098		"Zhenfeng Zhang"	"May 30, 2012"
GSE32894	"A Molecular Taxonomy of Urothelial Carcinoma"	"Expression profiling by array"	"Homo sapiens"	308		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32894/suppl"	22553347		"Gottfrid Sjodahl"	"May 24, 2012"
GSE29016	"Relation between smoking history and gene expression profiles in lung adenocarcinomas"	"Expression profiling by array"	"Homo sapiens"	72		"TXT;XLS"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29016/suppl"	22676229		"Johan Staaf"	"May 17, 2012"
GSE25741	"Gene expression profile of FOXM1 with Doxorubicin in MDA-MB-231 breast cancer cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE25nnn/GSE25741/suppl"	22581827		"Yun-Yong Park"	"May 15, 2012"
GSE30652	"Recurrent Variations in DNA Methylation in Human Pluripotent Stem Cells and their Differentiated Derivatives [Illumina HT12v3 Gene Expression]"	"Expression profiling by array"	"Homo sapiens"	239		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30652/suppl"	22560082		"Kristopher L. Nazor"	"May 14, 2012"
GSE30654	"Recurrent Variations in DNA Methylation in Human Pluripotent Stem Cells and their Differentiated Derivatives"	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	675				22560082		"Kristopher L. Nazor"	"May 14, 2012"
GSE36192	"North American Brain Expression Consortium and UK Human Brain Expression Database: Gene Expression"	"Expression profiling by array"	"Homo sapiens"	911		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36192/suppl"	22433082;24264146		"J Raphael Gibbs"	"May 09, 2012"
GSE35103	"Gene expression profiling of human Th17 cell differentiation"	"Expression profiling by array"	"Homo sapiens"	57		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35103/suppl"	22544700		"Soile Tuomela"	"May 04, 2012"
GSE31432	"Defining the molecular response to trastuzumab, pertuzumab and combination therapy in ovarian cancer"	"Expression profiling by array"	"Homo sapiens"	23	GDS4814	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31432/suppl"	22549178		"Andrew H Sims"	"May 03, 2012"
GSE37721	"Ontogenetic study of gene expression in human cerebral cortex tissue using genome-wide microarray"	"Expression profiling by array"	"Homo sapiens"	37		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37721/suppl"	22666384		"Kirstin Sterner"	"May 03, 2012"
GSE28384	"Amorfrutins are selective PPARγ agonists with potent antidiabetic properties"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	58		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28384/suppl"	22509006		"Christopher Weidner"	"May 02, 2012"
GSE31699	"Relationship between Genome-Wide DNA Methylation and Gene Expression in Uterine Leiomyoma"	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	68						"Antonia Navarro"	"Apr 30, 2012"
GSE33463	"Erythroid-Specific Transcriptional Changes in PBMCs from Pulmonary Hypertension Patients"	"Expression profiling by array"	"Homo sapiens"	140	GDS5499	"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33463/suppl"	22545094		"chris cheadle"	"Apr 30, 2012"
GSE31128	"Progestin regulation of gene expression in breast cancer and minimally transformed breast cell lines"	"Expression profiling by array"	"Homo sapiens"	48		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31128/suppl"	22545144		"J Dinny Graham"	"Apr 26, 2012"
GSE31130	"Non-overlapping progesterone receptor cistromes contribute to cell-specific transcriptional outcomes in breast cells"	"Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens"	69		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31130/suppl"	22545144		"J Dinny Graham"	"Apr 26, 2012"
GSE37210	"The application of nonsense-mediated mRNA decay inhibition to the identification of breast cancer susceptibility genes"	"Expression profiling by array"	"Homo sapiens"	143		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37210/suppl"			"Julie Kim Johnson"	"Apr 12, 2012"
GSE35221	"Differential expression of Wnt signalling molecules between pre- and post-menopausal endometrial epithelial cells suggests that a population of putative epithelial stem/progenitor cells reside in the basalis layer"	"Expression profiling by array"	"Homo sapiens"	11		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35221/suppl"	22474188		"HONG NGUYEN"	"Apr 11, 2012"
GSE36553	"mRNA profiling during infection with H1N1 influenza A virus (A/Mexico/InDRE4487/H1N1/2009)"	"Expression profiling by array"	"Homo sapiens"	40		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36553/suppl"	22438559		"Victoria Svinti"	"Apr 10, 2012"
GSE36555	"Host-influenza A virus(infA) interactions"	"Non-coding RNA profiling by array;Expression profiling by array"	"Homo sapiens"	133				22438559		"Victoria Svinti"	"Apr 10, 2012"
GSE37107	"Genome-wide transcription analysis of whole blood prior to rituximab treatment in relation to clinical response"	"Expression profiling by array"	"Homo sapiens"	14		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE37nnn/GSE37107/suppl"	22540992		"Saskia Vosslamber"	"Apr 10, 2012"
GSE30119	"Genome-wide analysis of whole blood transcriptional response to community-acquired Staphylococcus aureus infection in vivo"	"Expression profiling by array"	"Homo sapiens"	143		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30119/suppl"	22496797		"Damien Chaussabel"	"Apr 04, 2012"
GSE32512	"Hyperglycemia and a Common Variant of GCKR Are Associated with the Levels of Eight Amino Acids in 9,371 Finnish Men"	"Expression profiling by array"	"Homo sapiens"	204		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32512/suppl"	22553379;23557707		"Mete Civelek"	"Apr 02, 2012"
GSE36941	"Restoration of regulatory and effector T cell balance and B cell homeostasis in systemic lupus erythematosus patients through vitamin D supplementation"	"Expression profiling by array"	"Homo sapiens"	20		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE36nnn/GSE36941/suppl"	23075451		"Nicolas DERIAN"	"Mar 30, 2012"
GSE36828	"Genome-wide analysis of gene expression levels in placenta and cord blood samples from newborns babies"	"Expression profiling by array"	"Homo sapiens"	96						"Nahid Turan"	"Mar 29, 2012"
GSE36831	"DNA methylation and gene expression differences at growth related genes correlate with birth weight."	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	284						"Nahid Turan"	"Mar 29, 2012"
GSE34242	"miR-34a targets PDGFRA in proneural malignant glioma"	"Expression profiling by array"	"Homo sapiens"	6				22479456		"Joachim Silber"	"Mar 27, 2012"
GSE33220	"Effects of the JADE-HBO1 complex on gene expression"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33220/suppl"	22144582		"Eric R Paquet"	"Mar 15, 2012"
GSE33221	"Conserved molecular interactions within MYST-ING acetyltransferase complexes that regulate cell proliferation"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	14		"BEDGRAPH"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33221/suppl"	22144582		"Eric R Paquet"	"Mar 15, 2012"
GSE32139	"The response of human primary airway epithelial cells to Influenza or RSV infection [hAECs_Illumina]"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32139/suppl"	22398282		"IOANNIS IOANNIDIS"	"Mar 12, 2012"
GSE32140	"The response of PBMCs and primary airway epithelial cells to Influenza and RSV virus"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	147		"CEL;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32140/suppl"	22398282		"IOANNIS IOANNIDIS"	"Mar 12, 2012"
GSE21275	"Genome wide analysis of long term L1TD1 knockdown effects in NT2D1 cell line with inducible shRNA vectors"	"Expression profiling by array"	"Homo sapiens"	11		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE21nnn/GSE21275/suppl"	22162396		"Nelly Rahkonen"	"Feb 28, 2012"
GSE34163	"Microarray analysis of the migrating human CD4+ T cell population from the spleen of humanized mice in response to treatment with Teplizumab or hIg"	"Expression profiling by array"	"Homo sapiens"	11		"IDAT;SDF;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34163/suppl"	22277969		"Frank Waldron-Lynch"	"Feb 27, 2012"
GSE28721	"Gene expression analysis of human serious ovarian tumors and fimbria control"	"Expression profiling by array"	"Homo sapiens"	10		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28721/suppl"	22331912		"Chad Creighton"	"Feb 16, 2012"
GSE28979	"Gene expression profiles of serous ovarian cancer in human and mouse"	"Expression profiling by array"	"Homo sapiens;Mus musculus"	16		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28979/suppl"	22331912		"Chad Creighton"	"Feb 16, 2012"
GSE31259	"Gene Expression Profiling of Primary Male Breast Cancers Reveals Two Unique Subgroups and Identifies N-acetyltransferase-1 (NAT1) as a Novel Prognostic Biomarker"	"Expression profiling by array"	"Homo sapiens"	74		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31259/suppl"	22333393		"Ida Johansson"	"Feb 03, 2012"
GSE28319	"Genome-wide landscape of liver X receptor chromatin binding and gene regulation"	"Expression profiling by array;Genome binding/occupancy profiling by high throughput sequencing"	"Homo sapiens"	9		"BED;TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28319/suppl"	22292898	SRP006202	"Carsten Carlberg"	"Feb 02, 2012"
GSE30697	"The Combination of a Genome-Wide Association Study of Lymphocyte Count and Analysis of Gene Expression Data Reveals Novel Asthma Candidate Genes"	"Expression profiling by array"	"Homo sapiens"	95		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE30nnn/GSE30697/suppl"	22286170		"Darren A. Cusanovich"	"Feb 01, 2012"
GSE32124	"Effects of BRCA2 cis-regulation in normal breast and cancer risk amongst BRCA2 mutation carriers [expression data]"	"Expression profiling by array"	"Homo sapiens"	33		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32124/suppl"			"Ana Teresa Maia"	"Feb 01, 2012"
GSE32259	"Effects of BRCA2 cis-regulation in normal breast and cancer risk amongst BRCA2 mutation carriers"	"SNP genotyping by SNP array;Expression profiling by array"	"Homo sapiens"	70		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE32nnn/GSE32259/suppl"			"Ana Teresa Maia"	"Feb 01, 2012"
GSE23822	"Gene expression profiling of asbestos-related lung squamous cell carcinoma"	"Expression profiling by array"	"Homo sapiens"	56		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23822/suppl"	22514692		"Casey M Wright"	"Jan 30, 2012"
GSE35372	"Genome-wide gene expression analysis of HL60 cells and its alpha particle-resistant derivative RA11, gamma resistant-derivative RG8, and vincristine resistant-derivative RV+ at baseline and following 8Gy gamma IR and ~2Gy alpha IR"	"Expression profiling by array"	"Homo sapiens"	36		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE35nnn/GSE35372/suppl"			"Kurtis Haro"	"Jan 28, 2012"
GSE34039	"Pax versus tempus expression profile differences"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34039/suppl"	22214347		"Divya Mehta"	"Jan 15, 2012"
GSE26625	"MOLECULAR CHARACTERIZATION OF LIVER ALLOGRAFTS FROM OPERATIONALLY TOLERANT TRANSPLANT RECIPIENTS (Illumina)"	"Expression profiling by array"	"Homo sapiens"	110		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26625/suppl"	22156196		"Juanjo Lozano"	"Jan 09, 2012"
GSE26627	"MOLECULAR CHARACTERIZATION OF LIVER ALLOGRAFTS FROM OPERATIONALLY TOLERANT TRANSPLANT RECIPIENTS"	"Expression profiling by array"	"Homo sapiens"	134		"CEL"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE26nnn/GSE26627/suppl"	22156196		"Juanjo Lozano"	"Jan 09, 2012"
GSE34823	"Routine use of microarray-based gene expression profiling to identify patients with low cytogenetic risk acute myeloid leukemia: accurate results can be obtained even with suboptimal samples"	"Expression profiling by array"	"Homo sapiens"	206				22289410		"Philippe Guardiola"	"Jan 04, 2012"
GSE29312	"Genome-wide analysis of gene expression profiles in individuals infected with the Human T-Lymphotropic virus Type 1 (HTLV-1) - train set"	"Expression profiling by array"	"Homo sapiens"	39		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29312/suppl"	22291590		"Charles R. M. Bangham"	"Jan 01, 2012"
GSE29333	"Genome-wide analysis of gene expression profiles in individuals infected with the Human T-Lymphotropic virus Type 1 (HTLV-1)"	"Expression profiling by array"	"Homo sapiens"	74				22291590		"Charles R. M. Bangham"	"Jan 01, 2012"
GSE29784	"Zfx controls self-renewal of human embryonic stem cells"	"Expression profiling by array"	"Homo sapiens"	8		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29784/suppl"			"Stuart M Chambers"	"Jan 01, 2012"
GSE31187	"Molecular signatures of peripheral blood mononuclear cells following chronic IFN-alpha: Relationship of OAS2 with Depression and Fatigue"	"Expression profiling by array"	"Homo sapiens"	21		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE31nnn/GSE31187/suppl"	22152193		"Gregory Doho"	"Jan 01, 2012"
GSE33434	"The transcription factor nurr1 exerts concentration-dependent effects on target genes mediating distinct biological processes"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE33nnn/GSE33434/suppl"	22194714		"Magen Marie Johnson"	"Jan 01, 2012"
GSE28272	"Genome-wide analysis of Prokineticin-1-regulated genes in human term myometrium"	"Expression profiling by array"	"Homo sapiens"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE28nnn/GSE28272/suppl"	21983634		"Roberto Catalano"	"Dec 31, 2011"
GSE34714	"Routine use of microarray-based gene expression profiling to identify patients with low cytogenetic risk acute myeloid leukemia: accurate results can be obtained even with suboptimal samples. (test samples)"	"Expression profiling by array"	"Homo sapiens"	117				22289410		"Philippe Guardiola"	"Dec 24, 2011"
GSE18431	"Gene expression profile of NR2E3 in MCF7 cells"	"Expression profiling by array"	"Homo sapiens"	12		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE18nnn/GSE18431/suppl"	22174013		"Sangbae Kim"	"Dec 22, 2011"
GSE20597	"Gene expression profile of STAT3 in ovarian cancer cell (SKOV3ip1)"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE20nnn/GSE20597/suppl"			"Sangbae Kim"	"Dec 22, 2011"
GSE34577	"Routine use of microarray-based gene expression profiling to identify patients with low cytogenetic risk acute myeloid leukemia: accurate results can be obtained even with suboptimal samples (training samples)"	"Expression profiling by array"	"Homo sapiens"	89		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34577/suppl"	22289410		"Philippe Guardiola"	"Dec 21, 2011"
GSE23904	"Gene expression profilling of poorly metastatic MDA cells and highly metastatic LM2 cells."	"Expression profiling by array"	"Homo sapiens"	4		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE23nnn/GSE23904/suppl"	22170610		"Nils Halberg"	"Dec 16, 2011"
GSE23905	"miR-126 over-expression in highly metastatic LM2 breast cancer cells."	"Expression profiling by array"	"Homo sapiens"	8				22170610		"Nils Halberg"	"Dec 16, 2011"
GSE23921	"A microRNA regulon that mediates endothelial recruitment by metastatic human breast cancer cells."	"Expression profiling by array"	"Homo sapiens"	8				22170610		"Nils Halberg"	"Dec 16, 2011"
GSE34464	"Depot-dependent effects of maternal nutrient restriction on baboon fetal preadipocyte global gene profiles"	"Expression profiling by array"	"Homo sapiens;Papio"	24		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE34nnn/GSE34464/suppl"			"Yourka Tchoukalova"	"Dec 16, 2011"
GSE26953	"Discovery of Shear- and Side-specific mRNAs and miRNAs in Human Aortic Valvular Endothelial Cells"	"Expression profiling by array;Non-coding RNA profiling by array"	"Homo sapiens"	48				21705672		"Hanjoong Jo"	"Nov 29, 2011"
GSE29147	"NSD2 links dimethylation of histone H3 at lysine 36 to oncogenic programming [RNAi]"	"Expression profiling by array"	"Homo sapiens"	6		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29147/suppl"	22099308		"kaifu chen"	"Nov 29, 2011"
GSE29148	"NSD2 links dimethylation of histone H3 at lysine 36 to oncogenic programming [TKO]"	"Expression profiling by array"	"Homo sapiens"	9		"TXT"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29148/suppl"	22099308		"kaifu chen"	"Nov 29, 2011"
GSE29305	"NSD2 links dimethylation of histone H3 at lysine 36 to oncogenic programming"	"Genome binding/occupancy profiling by high throughput sequencing;Expression profiling by array"	"Homo sapiens;Mus musculus"	25		"TXT;WIG"	"ftp://ftp.ncbi.nlm.nih.gov/geo/series/GSE29nnn/GSE29305/suppl"	22099308		"kaifu chen"	"Nov 29, 2011"
GSE25048	"Identification of DNA Methylation Markers for Lineage Commitment of in vitro Hepatogenesis"	"Expression profiling by array;Methylation profiling by array"	"Homo sapiens"	21				21505074		"Mirang Kim"	"Nov 25, 2011"
